Dom 20:00;2
Dom 20:30;3
Dom 21:00;3
Dom 21:30;4
Dom 22:00;4
Dom 22:30;3
Dom 23:00;2
Dom 23:30;2
Lun 00:00;2
Lun 00:30;4
Lun 01:00;4
Lun 01:30;3
Lun 02:00;2
Lun 02:30;2
Lun 03:00;2
Lun 03:30;2
Lun 04:00;2
Lun 04:30;2
Lun 05:00;2
Lun 05:30;2
Lun 06:00;3
Lun 06:30;5
Lun 07:00;5
Lun 07:30;4
Lun 08:00;3
Lun 08:30;3
Lun 09:00;3
Lun 09:30;3
Lun 10:00;3
Lun 10:30;3
Lun 11:00;3
Lun 11:30;3
Lun 12:00;2
Lun 12:30;2
Lun 13:00;2
Lun 13:30;3
Lun 14:00;4
Lun 14:30;4
Lun 15:00;5
Lun 15:30;4
Lun 16:00;3
Lun 16:30;3
Lun 17:00;3
Lun 17:30;3
Lun 18:00;3
Lun 18:30;3
Lun 19:00;3
Lun 19:30;4
Lun 20:00;4
Lun 20:30;4
Lun 21:00;4
Lun 21:30;2
Lun 22:00;2
Lun 22:30;2
Lun 23:00;2
Lun 23:30;2
Mar2 00:00;2
Mar2 00:30;4
Mar2 01:00;4
Mar2 01:30;3
Mar2 02:00;2
Mar2 02:30;2
Mar2 03:00;2
Mar2 03:30;2
Mar2 04:00;2
Mar2 04:30;2
Mar2 05:00;3
Mar2 05:30;3
Mar2 06:00;4
Mar2 06:30;5
Mar2 07:00;4
Mar2 07:30;3
Mar2 08:00;3
Mar2 08:30;3
Mar2 09:00;3
Mar2 09:30;3
Mar2 10:00;3
Mar2 10:30;3
Mar2 11:00;3
Mar2 11:30;3
Mar2 12:00;2
Mar2 12:30;2
Mar2 13:00;2
Mar2 13:30;3
Mar2 14:00;3
Mar2 14:30;4
Mar2 15:00;5
Mar2 15:30;4
Mar2 16:00;3
Mar2 16:30;3
Mar2 17:00;3
Mar2 17:30;3
Mar2 18:00;3
Mar2 18:30;3
Mar2 19:00;3
Mar2 19:30;3
Mar2 20:00;2
Mar2 20:30;2
Mar2 21:00;2
Mar2 21:30;2
Mar2 22:00;3
Mar2 22:30;3
Mar2 23:00;4
Mar2 23:30;4
Mie2 00:00;2
Mie2 00:30;3
