Airport;0;2.4435124;7.2443098;17.3334084;13.7390302;23.5841466;15.4873082;20.5945152;2.4841712;2.5759482;6.0317516;14.106022;12.4370918;3.074183;6.222664;13.1126086;8.330987;6.4488998;13.651036;7.6193446;10.6809542;17.7822078;9.98389;17.7929318;15.9933116;2.357159;18.4362808;8.7543694;8.2467812;20.040349;8.7630886;2.6173602;17.4357162;11.0620888;14.809718;9.7535004;21.0843276;5.4312188;4.5429034;13.1732398;16.60197;7.962115;18.1400632;4.4588208;2.5869872;15.2502784;5.4033308;16.9825306;12.511863;4.084045;8.5750602;8.0542126;10.9557378;14.7285152;7.1314208;5.64991;5.9372628;17.0142686;17.0950458;1.5436078;4.1393394;11.0978224;10.6930656;15.8044656;6.81961;14.270704;4.6433534;4.8780508;18.8082986;14.7964376;5.0306256;20.2914418;9.5251842;19.2782884;7.1811782;19.269768
Agente 1;2.4435124;0;6.2615112;17.032841;12.9145282;24.5018844;17.3843936;21.0875756;1.5281196;0.1685194;4.287598;13.065108;14.86821;2.9309294;4.294766;10.724161;10.0494492;4.0655552;15.8085032;9.5495316;12.8161922;19.50501;7.5498542;15.359337;13.5539894;4.1136396;18.9681646;10.6557514;6.4256038;22.1116014;9.884399;3.6291542;18.919096;8.7533964;14.1180718;7.4682874;22.6009854;5.061959;6.9849136;14.1282946;17.388322;10.0584946;15.7958486;6.9012342;1.9849102;16.8240422;3.9788532;19.168891;13.9640648;6.327405;10.1070732;6.2835612;8.7586996;17.0350096;6.7998336;3.7450112;3.5869204;18.6567402;18.8864172;3.6921332;5.8070992;8.8630766;8.4028266;17.8868088;7.4196892;13.206088;5.8754206;6.2978622;19.6788032;16.4515288;6.3388164;17.8479378;7.1141448;20.0974928;4.843692;20.4764728
Agente 2;7.2443098;6.2615112;0;10.9454772;6.6544604;19.9888136;16.049355;15.8839772;7.7881608;6.1273842;2.745596;6.8839372;16.9671124;9.1771358;3.2688292;12.388873;9.1878136;5.5088418;15.742433;9.5368938;12.988577;17.3823944;9.1130368;15.7328402;13.115305;6.4345204;13.9033244;10.267971;3.0254966;21.1994594;7.3123876;5.2986234;16.0780116;11.4311498;7.8638854;10.5484162;19.6528738;2.1848946;10.5481698;10.3063884;12.898725;10.5526666;13.6250016;10.4630386;8.2393066;14.4227188;2.4006934;18.9922306;11.5084746;11.0258932;8.6473268;2.759428;12.0477014;17.7277996;1.909208;3.37505;5.1696428;16.326268;17.0445422;7.0680834;6.6239474;11.9520842;11.263406;17.2856026;4.5219874;7.0414372;5.6196434;6.1851216;15.2437866;14.3452134;5.9251962;17.4637148;9.230214;15.5356614;5.3169284;16.7844586
Agente 3;17.3334084;17.032841;10.9454772;0;5.107221;12.316178;16.304834;7.1604302;18.5215492;16.9196538;13.5895242;6.01916;22.15983;19.8423344;14.015463;21.7177954;13.5840992;16.165254;18.192216;14.7760788;16.7806716;15.7284274;18.9658392;23.438709;20.5032562;15.5729798;6.3009408;14.614803;12.639767;20.8166126;10.8740506;14.7908082;13.4026718;21.4892412;3.7519314;20.8896968;15.6713508;12.0383914;18.9229656;8.7002258;7.643405;15.8504472;18.7165846;18.8602386;18.945514;13.328007;13.3439684;20.362538;11.86129;20.2260506;12.6279244;12.5262844;22.3346956;20.7697056;10.2818674;14.253015;15.9426232;14.6144432;16.0386492;16.5081448;14.5675502;22.155245;21.4298518;18.4061094;10.9162522;6.0838512;13.4634612;13.6668238;9.0178004;13.8566834;13.3560672;24.0502542;19.3327372;8.8428424;15.7208646;11.9301518
Agente 4;13.7390302;12.9145282;6.6544604;5.107221;0;16.6813332;17.3920978;11.7430404;14.4418792;12.7784118;9.0183002;1.3147092;21.2284884;15.8314212;9.3562308;16.613758;12.5030108;11.3821568;18.3765162;13.4244544;16.2585626;17.6553846;13.9165334;18.4319268;15.5036952;12.4462282;10.3030228;13.6641694;7.7307244;22.4013916;9.763376;11.448129;15.6499;16.44881;1.3900516;15.9129124;18.6327134;8.3187076;16.3168936;9.8322616;10.5817978;14.5604326;14.0839062;16.2406104;14.8936886;14.8279194;8.9868338;21.141554;12.508055;17.2117008;11.6209898;7.6561982;17.3323388;20.7979408;6.7143482;9.6875828;11.2338128;16.499483;17.6883294;13.2643742;11.9462686;17.13614;16.408938;19.212452;8.4507206;1.499211;10.7844772;11.1732096;12.593784;15.114932;10.8510122;19.2247986;14.3191412;12.6251594;10.8498432;15.0804178
Agente 5;23.5841466;24.5018844;19.9888136;12.316178;16.6813332;0;12.4935524;5.1769018;25.6689762;24.4597514;22.6478966;17.8831884;21.3767512;26.6337316;23.2150156;32.2576072;15.9859532;25.4316118;15.8683644;17.1913336;16.6187196;9.9516424;29.0747856;34.8699722;31.98503;21.2563596;6.3959882;16.2740774;22.6723042;14.1798062;14.8235402;21.106771;8.094233;31.4197422;15.5990184;30.5043172;6.8607686;19.8162552;22.6883328;10.4167938;7.1537914;17.715432;30.7574274;22.669605;25.9638512;10.105417;21.9865212;15.8962818;11.7108642;24.629409;15.3706336;22.4637588;32.0042198;18.0394746;18.398737;23.1940254;25.0209092;9.5496156;10.8735284;22.1955888;19.5601644;31.9265632;31.2459518;14.4781854;17.0842882;18.0061392;18.9425096;18.7313364;4.826899;10.9062268;18.557021;35.8735594;29.218756;4.4609656;25.3048572;5.0670032
Agente 6;15.4873082;17.3843936;16.049355;16.304834;17.3920978;12.4935524;0;13.19577;17.9608254;17.4263222;17.801364;18.6459294;9.0002332;18.3884204;18.373726;27.5779868;7.3833648;20.1165566;3.4474006;7.8718654;5.2757446;2.8881412;24.187625;31.5651686;29.0926846;13.3006482;11.733323;6.743464;19.0420104;5.1721922;8.7421838;13.8203058;4.4313738;25.9421092;17.212503;24.7261112;6.815508;14.5478214;12.6426076;7.7395304;9.2665482;7.63518;29.565347;12.662846;18.0673598;3.0871106;16.8620018;4.102987;4.9004438;14.692797;7.5743584;18.767707;26.097155;5.5687786;14.1544746;18.0496344;19.5703746;2.946748;1.9253752;13.9473866;11.5783598;26.165384;25.6342352;2.216977;11.5642548;18.851063;11.7107844;11.1905696;9.6356498;2.4526866;11.2357434;33.4788342;23.9969142;10.2418666;20.4184078;7.5189674
Agente 7;20.5945152;21.0875756;15.8839772;7.1604302;11.7430404;5.1769018;13.19577;0;22.404431;21.018277;18.6198838;12.8858688;21.196819;23.5268474;19.1527952;27.8366256;14.0839132;21.3928092;16.1028518;15.3839504;15.8966948;11.468534;24.7859122;30.1191212;27.2047104;18.3908942;2.1666288;14.7155806;18.3168846;16.4769472;12.1648254;17.9980164;9.0679036;27.2197408;10.5755104;26.4123076;9.909977;16.1275604;20.6333834;7.9435748;4.5085796;16.1795368;25.7487748;20.5962176;22.7550162;10.189956;18.0821508;17.1789898;10.4396026;22.3903904;13.2658344;18.1355636;27.9071898;18.5966662;14.5267934;19.2203606;21.0405412;10.6047998;12.1431716;19.3682174;16.8733992;27.7907;27.0868668;15.4036652;13.7985022;12.9933566;16.0350442;15.968225;3.5973014;10.9639502;15.731009;30.9654408;25.0127136;3.0352868;21.1520162;6.4226176
Agente 8;2.4841712;1.5281196;7.7881608;18.5215492;14.4418792;25.6689762;17.9608254;22.404431;0;1.6705094;5.757703;14.5901504;14.6447994;1.4117404;5.704503;10.9143804;10.7506896;5.0575826;16.1244496;10.0894416;13.160252;20.2204618;7.9787638;15.7239488;14.1558186;4.717776;20.2693904;11.221658;7.8395016;22.5227884;10.9216968;4.5794392;19.793123;8.7541678;15.6412088;7.4323354;23.4586016;6.5081142;6.6667748;15.2599566;18.5969714;10.4460272;16.7028274;6.5914786;0.464457;17.6385202;5.5014344;19.4465782;14.8471092;5.5905248;10.9285582;7.7166362;8.5549898;17.136896;8.2601176;5.1780414;4.6714444;19.4281038;19.549768;4.0147674;6.5071888;8.72144;8.36815;18.28687;8.6432038;14.729918;6.8124462;7.1478106;20.8587736;17.2114656;7.2472554;18.339587;7.4252612;21.2985626;5.8972578;21.5056716
Agente 9;2.5759482;0.1685194;6.1273842;16.9196538;12.7784118;24.4597514;17.4263222;21.018277;1.6705094;0;4.125506;12.9196522;14.9884994;3.0784544;4.1277978;10.6233582;10.0814574;3.9113466;15.879794;9.6016312;12.8864078;19.5292762;7.4320918;15.2405624;13.4175986;4.1747706;18.902408;10.703483;6.2593272;22.170561;9.8694022;3.6461446;18.9227164;8.67293;13.9872418;7.3939418;22.6058308;4.9683424;7.1188488;14.0949396;17.340442;10.1267866;15.639512;7.0347536;2.1308154;16.8365008;3.8312302;19.242713;13.968626;6.485094;10.1232992;6.1184424;8.698802;17.126697;6.6995936;3.579135;3.427879;18.6741548;18.9173586;3.787077;5.848003;8.7966298;8.3264482;17.9483234;7.3755696;13.059606;5.8832494;6.317101;19.6353766;16.4713038;6.3495292;17.7183286;7.0075572;20.0502862;4.684344;20.4572284
